证券代码,证券简称,"广告宣传推广费(销售费用)
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2018年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2019年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2020年报
[报表类型] 合并报表
[单位] 元","所属证监会行业名称
[交易日期] 最新收盘日
[行业级别] 门类行业"
603656.SH,泰禾智能,,,"1,537,819.1900","1,640,302.4200","1,630,625.8000","2,956,965.3400","3,920,354.8600","5,888,068.7400","8,198,581.3200","7,666,000.1000",制造业
603657.SH,春光科技,,,,,"832,300.6200","1,744,920.5400","2,522,415.6500","3,303,512.3200","3,351,849.7200","2,799,979.1500",制造业
603658.SH,安图生物,,,,,,,"12,044,232.5200",,"24,884,780.3100","32,031,054.2700",制造业
603659.SH,璞泰来,,,,"2,365,430.5700","3,389,432.0000","4,097,829.1500","3,118,152.9500","2,606,555.2900","2,640,406.7700","4,286,447.0800",制造业
603660.SH,苏州科达,,,"9,807,002.8600","7,582,010.0100","8,053,174.5600","8,541,359.4100","10,858,599.0000","17,112,328.0900","11,253,263.6100","7,047,562.8500",制造业
603661.SH,恒林股份,,,,"12,432,518.6800","11,171,014.1500","14,094,955.6700","16,564,593.3200","20,750,391.6400","35,339,278.1300","43,177,199.0700",制造业
603662.SH,柯力传感,,,,,,"811,578.4700","843,446.3100","969,320.0300","1,017,021.3600","761,633.0900",制造业
603663.SH,三祥新材,,,"228,982.5600","48,518.8700","77,068.8400","896,862.3600","540,704.9600","368,523.6200","465,100.6000","297,544.6200",制造业
603665.SH,康隆达,,,,"935,657.3000","1,372,309.9200","1,975,030.9900","3,042,873.3600","3,591,922.2300","4,597,098.0300","2,762,392.7500",制造业
603666.SH,亿嘉和,,,,,"257,909.4300","291,909.5000","1,774,445.3700","1,332,759.1800","1,863,122.0700","436,094.8800",制造业
603667.SH,五洲新春,,,"342,155.8700","1,452,757.9200","614,014.5900","1,443,573.7000","656,677.5400","615,099.4200","458,902.4100","447,174.4600",制造业
603668.SH,天马科技,,,"759,135.0900","875,464.6000","627,529.0000","796,735.4600","2,772,488.4200","1,501,712.0400","2,079,624.8600","5,499,264.5800",制造业
603669.SH,灵康药业,,"37,622,607.6600","43,208,241.3900","49,479,924.0600",,,"514,511,741.8400","1,194,116,659.6900","1,070,296,461.6900","608,452,931.0600",制造业
603676.SH,卫信康,,,,"22,973,631.4400","24,763,053.0800","25,427,971.2500","40,090,971.0500","162,695,976.3200","180,998,150.9900","169,643,124.2200",制造业
603677.SH,奇精机械,,,,,,,"485,436.9000","52,992.5200","50,557.0200","84,089.1100",制造业
603678.SH,火炬电子,"482,701.8400","760,800.5400","489,356.8200","1,174,389.5400","1,311,487.7800","2,177,125.2200","4,093,458.6100","5,873,521.5400","6,535,719.6400","6,492,978.3100",制造业
603679.SH,华体科技,,,,"1,273,645.3900","723,963.9800","1,157,173.3500","3,710,122.4400","2,662,811.4700","694,323.9000","2,100,759.4900",制造业
603680.SH,今创集团,,,,,,,,,,,制造业
603681.SH,永冠新材,,,,,"1,318,292.3700","1,550,402.1100","1,570,215.9200","1,226,680.3000","1,398,966.5800","665,619.7000",制造业
603682.SH,锦和商业,,,,,,"442,387.8900","931,591.8300","310,128.2500","1,283,245.5600","4,305,360.5100",租赁和商务服务业
603683.SH,晶华新材,,,,"1,446,902.4600","1,634,078.3200","1,862,665.4400","1,572,616.6200","1,296,914.4000","2,259,629.1900","1,951,720.9400",制造业
603685.SH,晨丰科技,,,,"340,720.9800","605,957.3200","905,192.0700","746,583.7700","849,338.9600","357,623.8300","233,063.5300",制造业
603686.SH,龙马环卫,"15,318,360.0000","16,844,157.2100","25,871,689.5300","35,051,198.5000","17,430,006.4400",,,,,,制造业
603687.SH,大胜达,,,,,,,,,,,制造业
603688.SH,石英股份,"62,179.1000","772,466.8400","1,623,799.2400","340,725.3600","709,025.7800","853,244.0600","975,895.0900","1,109,662.9800","850,347.6500","377,988.5300",制造业
603689.SH,皖天然气,,,"41,032.0000","104,588.9800","163,435.6400","169,761.9800","238,568.7500","251,880.0100","230,734.1700","337,724.7200",电力、热力、燃气及水生产和供应业
603690.SH,至纯科技,,,,,,,,,,,制造业
603693.SH,江苏新能,,,,,,,,,,,电力、热力、燃气及水生产和供应业
603696.SH,安记食品,,"1,030,101.6700","908,609.2300","1,588,419.5000","1,772,865.0300","1,842,228.8100","4,567,921.7000","6,739,140.4000","9,002,054.0400","7,872,709.4800",制造业
603697.SH,有友食品,,,,,,"38,473,710.9100","37,456,668.5100","44,041,956.6200","55,020,400.3200","43,223,094.6400",制造业
603698.SH,航天工程,"905,600.0000","416,934.3700","170,421.6000","796,555.6300","390,782.5700","309,404.9600","148,874.8000","240,858.8200","168,986.8900","1,762,441.6300",科学研究和技术服务业
603699.SH,纽威股份,"3,859,800.0000","3,529,800.0000",,"4,026,471.4300","2,449,748.5400","4,602,132.9300","5,535,983.6900","7,080,867.7000","7,706,895.3300","6,371,536.1600",制造业
603700.SH,宁水集团,,,,,"1,313,160.4100","3,169,627.5500","2,731,234.7200","3,953,458.3900","4,081,253.4100","2,352,611.9000",制造业
603701.SH,德宏股份,,"392,612.3200","372,500.0000","551,266.1900","354,511.3200","460,355.9400","262,511.1200","226,267.2000","189,799.3600","47,201.1000",制造业
603703.SH,盛洋科技,,,,,,,,,,,制造业
603706.SH,东方环宇,,,,,,,,,,,电力、热力、燃气及水生产和供应业
603707.SH,健友股份,,,,,,,,"237,051,811.2500","338,540,953.3500","368,786,427.9800",制造业
603708.SH,家家悦,,,"55,837,519.3000","97,708,606.6900","133,311,896.5600","130,377,383.3400","135,764,849.3600",,,,批发和零售业
603709.SH,中源家居,,,,"3,115,631.7100","4,236,895.1600","6,285,257.1900","12,871,876.8900","19,150,035.6500","35,457,846.2500","27,635,572.2500",制造业
603711.SH,香飘飘,,,,"392,589,338.1800","313,181,479.2900","419,530,718.8300","310,007,395.1800","396,870,606.1400","499,166,373.1300","347,749,095.8000",制造业
603712.SH,七一二,,,,"1,642,268.3700","2,863,544.5200","396,477.2100","1,150,569.1600","725,325.9100","1,445,003.8700","1,102,373.7100",制造业
603713.SH,密尔克卫,,,,,"4,134,143.4500","2,175,342.9000","2,383,628.7000","7,116,779.1700","8,909,472.1400","6,722,723.6500",交通运输、仓储和邮政业
603716.SH,塞力医疗,,,"3,160,630.7300","3,691,765.2800","4,863,682.8000","5,923,837.9800","7,751,016.8200","6,682,957.9200","3,139,398.6500","5,431,818.3600",批发和零售业
603717.SH,天域生态,,,,"1,333,230.7700","1,513,416.0400","4,117,245.0200","3,582,335.5300","6,434,881.4000","4,457,001.0300","2,064,357.5800",建筑业
603718.SH,海利生物,,"19,518,600.0000","16,651,000.0000","15,726,100.0000","35,294,585.2500","55,412,279.5100","45,802,595.2600","34,644,184.0000","23,073,062.8300","8,402,660.6900",制造业
603719.SH,良品铺子,,,,,,"231,353,980.6800","317,581,192.5500","339,600,909.9900","625,130,313.9400","615,587,209.4500",批发和零售业
603721.SH,中广天择,,,,"759,144.3200","636,792.4900","1,006,626.2500","2,685,486.4700","684,332.9900","1,000,263.3400","421,701.7700",文化、体育和娱乐业
603722.SH,阿科力,,,,,,,,,,,制造业
603725.SH,天安新材,,,,"1,362,556.8100","1,386,026.6200","1,728,761.1500","1,809,411.2400","1,606,126.3900","5,767,068.7900","7,019,572.4700",制造业
603726.SH,朗迪集团,,,,,,,,,,,制造业
603727.SH,博迈科,,,,,,,,,,,采矿业
603728.SH,鸣志电器,,,,"3,040,037.9400","6,256,544.6000","6,804,361.7000","7,826,541.9900","7,969,425.6300","11,518,484.4200","5,251,826.5800",制造业
603729.SH,ST龙韵,,,,,,"134,043.0700","50,087.0200","65,304.4700","777,595.1600","3,007,522.1400",租赁和商务服务业
603730.SH,岱美股份,,,,,,,,,,,制造业
603733.SH,仙鹤股份,,,,,"184,924.6300","922,391.0200","1,485,651.2300","1,379,117.4000","1,280,462.9300","976,076.8900",制造业
603737.SH,三棵树,,,"40,009,846.5500","65,558,720.0300","58,616,201.2200","71,663,395.5000","87,572,943.3500","114,031,474.3000","262,174,110.7500","334,644,566.0800",制造业
603738.SH,泰晶科技,,,"165,501.7300","38,064.5800","50,488.3100","73,371.4300","215,546.3500","352,755.5200","420,854.1100","764,170.7900",制造业
603739.SH,蔚蓝生物,,,,,"9,986,239.6200","10,580,217.2000","5,814,347.2900","7,383,207.9100","6,580,768.3300","5,428,939.1800",制造业
603755.SH,日辰股份,,,,,,,,,,,制造业
603757.SH,大元泵业,,,,"6,072,899.3600","11,900,401.7000","12,579,503.6900","14,231,490.3700","12,236,201.6800","11,584,366.9700","11,305,899.5800",制造业
603758.SH,秦安股份,,,,,,,,,,,制造业
603759.SH,海天股份,,,,,,,"1,168,108.9500","1,345,989.9200","1,020,500.9900","880,017.3900",电力、热力、燃气及水生产和供应业
603766.SH,隆鑫通用,,"19,327,526.0100","17,632,623.1300","18,313,173.6900","23,681,474.3900","23,353,483.0600","21,136,098.2700","21,102,791.1200","25,264,616.5800","20,950,549.8500",制造业
603767.SH,中马传动,,,,,,,,,,,制造业
603768.SH,常青股份,,,,,,,,,,,制造业
603773.SH,沃格光电,,,,,"8,065,797.1500","5,486,385.5700","5,943,881.6200","7,755,870.5100","5,663,091.6900","6,904,196.0200",制造业
603776.SH,永安行,,,,"2,998,448.4000","2,376,865.2600","5,047,466.6600","3,252,829.7300","1,169,193.1300","1,128,852.5900","599,271.6400",科学研究和技术服务业
603777.SH,来伊份,,,"53,897,953.8700","62,743,872.6500","104,122,933.2900","97,745,616.8300","139,416,806.0500","151,674,439.0500","157,554,501.1100","204,237,193.9900",批发和零售业
603778.SH,乾景园林,,,,,,,,,,,建筑业
603779.SH,ST威龙,,,"107,402,073.4200","108,131,702.8300","110,124,710.3800","109,682,789.2600","117,563,497.4200","129,003,082.2700","157,238,853.5700","106,457,323.6500",制造业
603786.SH,科博达,,,,,,,,,,,制造业
603787.SH,新日股份,,,,"121,856,259.9500","73,918,264.7100","43,680,544.4600","47,941,263.9800","47,201,539.0000","26,764,945.1700","70,821,030.1300",制造业
603788.SH,宁波高发,,,,,,,,,,,制造业
603789.SH,星光农机,,"877,556.1500","1,944,349.1400","2,121,770.2500","3,237,418.6800","884,881.0500","621,316.1300","1,477,032.9000","2,175,827.3500","740,295.5300",制造业
603790.SH,雅运股份,,,,,"6,640,880.1500","6,170,383.0200","7,716,650.9400","5,471,806.5800","5,014,023.5100","3,723,476.0600",制造业
603797.SH,联泰环保,,,,,,,,,,,水利、环境和公共设施管理业
603798.SH,康普顿,,,"10,147,740.3600","7,536,852.2500","6,129,712.2500","10,476,797.9500","13,606,009.3500","27,199,531.8100","28,321,405.2800","28,555,575.0500",制造业
603799.SH,华友钴业,,,,,,,,,,,制造业
603800.SH,道森股份,,"620,642.5700","751,799.0300","674,702.9400","899,748.0300","1,933,665.0800","1,263,392.6100","1,111,162.2000","1,401,238.3400","304,498.2000",制造业
603801.SH,志邦家居,,,,"69,604,590.4800","87,209,643.4400","101,256,468.0500","121,467,587.8000","147,760,444.5400","240,679,311.0300","337,972,397.8800",制造业
603803.SH,瑞斯康达,,,,"57,038,038.6400","69,435,282.8700","84,764,673.0500","80,741,043.9300","76,894,622.3100","79,266,126.3600","74,132,049.2600",制造业
603806.SH,福斯特,"1,801,078.6700","1,850,695.2100","1,385,217.3600","3,331,026.5200","817,480.8900","1,300,092.8200","1,887,564.2400","1,608,623.5100","803,152.2800","730,532.0600",制造业
603808.SH,歌力思,"7,845,817.8300","6,850,768.2600","9,812,263.8400","9,767,139.8100","14,549,709.1800","24,233,114.4900","51,731,430.3600","66,555,342.5800","62,832,802.1200","62,388,845.5500",制造业
603809.SH,豪能股份,,,,"625,136.8700","188,294.7200","252,513.5100","170,950.8600","91,013.1200","105,687.1400",0.0000,制造业
603810.SH,丰山集团,,,,,"14,801,385.5800","14,403,579.7800","13,253,214.2000","11,399,528.1000","6,636,620.1800","7,222,559.4400",制造业
603811.SH,诚意药业,,,,"1,368,438.7800","642,576.5200","755,441.9000","922,689.3200","3,378,250.8200","3,270,517.2300","1,405,018.7500",制造业
603813.SH,原尚股份,,,,,,,,,,,交通运输、仓储和邮政业
603815.SH,交建股份,,,,,,,,,,,建筑业
603816.SH,顾家家居,,,"92,776,649.3500","142,093,659.5600","175,031,120.0500","312,573,987.3700","492,101,417.6000","536,258,670.1500","643,844,051.0400","691,357,847.4000",制造业
603817.SH,海峡环保,,,,,,,,,,,电力、热力、燃气及水生产和供应业
603818.SH,曲美家居,,"17,644,780.8000","24,416,144.8800","27,721,727.8500","39,339,993.0900","60,269,560.4400","76,398,012.7900","193,435,706.9400","260,443,174.5400","261,454,441.9500",制造业
603819.SH,神力股份,,,,,,,,,,,制造业
603822.SH,嘉澳环保,,,"327,156.3100","229,150.1900","381,203.8700","293,439.4200","242,373.3100","135,269.5200","108,373.3500","30,540.0000",制造业
603823.SH,百合花,,,"1,147,215.7200","2,298,913.9200","1,570,433.9600","1,790,688.9300","1,524,989.4300","1,494,626.2400","4,538,749.8300","2,549,328.4600",制造业
603825.SH,华扬联众,,,,"1,876,509.7100","1,774,388.1600","9,013,794.2600","7,268,089.3300","4,734,685.3200","1,296,573.1200","432,743.5300",信息传输、软件和信息技术服务业
603826.SH,坤彩科技,,,,"956,643.6700","1,046,259.9600","2,199,128.4000","2,680,458.8900","3,026,429.2400","5,826,646.8400","1,667,211.5300",制造业
603828.SH,柯利达,,,,,,,,,,,建筑业
603829.SH,洛凯股份,,,,"155,822.2200","347,395.4000","133,943.4000","124,271.4200","464,235.6200","461,868.0100","1,393,034.3500",制造业
603833.SH,欧派家居,,,,"188,562,070.3700","253,878,785.7400","311,952,707.3500","358,017,604.8700","449,994,988.8600","406,316,128.4300","360,371,572.9900",制造业
603838.SH,四通股份,,"8,240,556.0200","9,583,303.2600","9,670,754.1200","6,629,414.4000","7,548,997.5300","6,815,292.5500","6,657,565.4800","7,911,779.5000","2,629,556.6200",制造业
603839.SH,安正时尚,,,"26,368,735.3600","12,457,263.6900","10,053,720.9900","12,300,974.9600","27,401,353.4300","49,244,333.4400","77,675,408.6600","41,705,995.9300",制造业
603843.SH,正平股份,,,,,,,"102,154.2300","1,925.6200",,,建筑业
603848.SH,好太太,,,,"35,764,262.0800","23,976,797.9500","31,620,532.8500","43,530,034.2200","41,657,296.5000","47,394,545.4300","27,383,731.0800",制造业
603855.SH,华荣股份,,,,"45,098,946.8100","39,534,206.9900","44,423,784.0000","48,231,110.9800","80,919,121.1000","78,539,703.7500","79,237,997.0800",制造业
603856.SH,东宏股份,,,,"2,268,376.0100","419,717.7900","252,171.0600","102,604.4400","358,169.9700","6,429,593.4600","341,868.2800",制造业
603858.SH,步长制药,,,"98,839,549.2000","185,407,868.2600","124,822,920.4000","89,809,095.8700","289,089,452.1400",,,,制造业
603859.SH,能科股份,,,"379,618.9100","43,828.9300","362,231.3000","2,416,678.0700","710,157.0700","428,596.7800","920,294.1100","373,213.3500",科学研究和技术服务业
603860.SH,中公高科,,,,,,,,,"169,811.3200","16,002.8000",科学研究和技术服务业
603861.SH,白云电器,,,,,,,,,,,制造业
603863.SH,ST松炀,,,,,,"153,747.0000","56,893.0800","1,116.5000","125,804.8600","2,836.0000",制造业
603866.SH,桃李面包,,"15,815,962.6100","13,427,171.3900","13,609,013.7800","20,869,161.4600","30,178,509.6600","32,044,029.7800","41,702,274.8800","47,502,059.0200","40,302,723.1300",制造业
603867.SH,新化股份,,,,"1,061,265.4800","1,061,265.4800",,,,,,制造业
603868.SH,飞科电器,,,"192,140,901.0800","218,119,787.7200","185,172,924.5700","226,914,579.0600","168,099,225.2300","194,410,873.5600","229,924,730.3600","289,915,527.0300",制造业
603869.SH,新智认知,"850,023.7000","225,015.1000","1,574,762.4500","3,131,489.0800","3,723,638.5700","8,417,971.6700","42,552,666.2500","38,081,641.9900",,,信息传输、软件和信息技术服务业
603871.SH,嘉友国际,,,,"4,139,138.6400",,,,,,,交通运输、仓储和邮政业
603876.SH,鼎胜新材,,,,,"1,366,731.7200","446,391.8900","1,383,608.1400","537,335.9300","1,417,016.5000","181,237.9400",制造业
603877.SH,太平鸟,,,"77,783,295.8900","126,083,823.4400","170,861,037.8500","216,436,683.6800","254,204,055.3700","282,700,610.2000","346,407,033.5500","365,048,678.0900",制造业
603878.SH,武进不锈,,,"1,286,730.8900","1,680,149.6100","1,018,543.1800","1,268,741.7700","1,101,774.0500","1,471,892.6500","1,244,492.1700","308,351.9000",制造业
603879.SH,永悦科技,,,,,,,,,,,制造业
603880.SH,南卫股份,,,,"840,337.2900","1,032,496.6200","675,817.1500","1,964,759.1000","2,017,792.9300","963,435.0700","148,178.3300",制造业
603881.SH,数据港,,,,,,,,"1,764,467.0300","518,867.9100",0.0000,信息传输、软件和信息技术服务业
603882.SH,金域医学,,,,,,,,,,,卫生和社会工作
603883.SH,老百姓,,,,,,,,,,"103,675,210.0000",批发和零售业
603885.SH,吉祥航空,,"9,242,679.1600","7,176,027.6900","3,173,011.1600","5,100,397.8300","5,029,852.5600","4,509,363.9600","4,681,780.7300","5,581,252.3200","2,520,950.2600",交通运输、仓储和邮政业
603886.SH,元祖股份,,,"106,710,896.3300","97,742,884.1800","93,735,505.1400","120,006,819.7900","120,609,777.3300","149,042,685.1200","177,682,372.7300","201,181,974.2900",制造业
603887.SH,城地香江,,,,,,,,,,,信息传输、软件和信息技术服务业
603888.SH,新华网,,,"4,397,241.3500","10,612,376.7400","14,894,053.8600","6,542,945.5700","11,547,276.0900","10,306,919.3000","2,093,216.1300","3,942,105.8200",信息传输、软件和信息技术服务业
603889.SH,新澳股份,"718,430.4300","1,708,545.6500","2,406,228.6300","2,668,695.0600","4,347,475.0300","5,005,118.8500","5,539,911.7700","8,023,318.9600","8,695,504.5400","7,510,010.4900",制造业
603890.SH,春秋电子,,,,,,,,"1,111,192.5300",0.0000,,制造业
603893.SH,瑞芯微,,,,,,"1,452,505.1100","1,229,923.8600","849,942.7800","1,170,372.2600","1,125,021.7800",制造业
603895.SH,天永智能,,,,"73,836.5200","342,169.2900","65,436.8000","33,621.9500","11,878.0000","351,935.7200","161,996.2100",制造业
603896.SH,寿仙谷,,,,"46,451,299.0300","52,060,331.0200","56,879,894.2900","84,096,601.5400","110,478,457.8400","109,188,196.7900","170,353,746.6900",制造业
603897.SH,长城科技,,,,,,,,,,,制造业
603898.SH,好莱客,"26,189,309.1500","31,344,362.7900","33,805,229.4700","60,425,255.6900","52,576,815.2100","68,149,918.7600","86,263,073.6700","116,584,330.3000","97,692,193.0600","93,100,640.2700",制造业
603899.SH,晨光文具,"13,903,763.6800","25,716,455.1100","32,970,971.7300","40,286,556.9500","42,933,572.4900","54,372,733.2500","73,625,060.5800","93,786,364.4200","126,988,243.4900","155,902,194.9000",制造业
603900.SH,莱绅通灵,,,"37,248,106.3200","47,325,810.1600","54,257,617.2000","50,920,675.3700","91,034,722.8300","91,261,436.3900","77,943,916.4000","71,254,086.7400",批发和零售业
603901.SH,永创智能,,"6,136,545.8100","7,117,588.7100","6,705,533.6600","6,278,196.4500","7,540,543.3400","13,742,274.2600","10,727,284.8200","13,568,834.3900","8,699,311.5600",制造业
603903.SH,中持股份,,,,,,,,,,,水利、环境和公共设施管理业
603906.SH,龙蟠科技,,,,"33,055,939.5600","44,522,608.2600","48,636,979.7800","59,810,741.2600","44,565,765.4800","34,553,044.7000","71,026,360.7300",制造业
603908.SH,牧高笛,,,,"5,893,093.7100","4,502,315.3400","6,119,279.8200","7,044,806.3500","7,026,500.4300","7,373,724.6600","5,474,072.2000",制造业
603909.SH,合诚股份,,,,,,,,,,,科学研究和技术服务业
